225,1,0,0,0
225,2,1,5,5
225,3,0,10,50
226,1,0,0,0
226,2,0,5,65
226,3,1,10,80
227,1,0,0,0
227,2,1,5,20
227,3,0,20,35
228,1,0,0,0
228,2,1,5,20
228,3,0,15,35
229,1,0,0,0
229,2,1,5,50
229,3,0,20,65
230,1,0,0,0
230,2,0,10,5
230,3,1,15,50
231,1,0,0,0
231,2,0,15,5
231,3,1,20,20
232,1,0,0,0
232,2,0,10,35
232,3,1,15,65
233,1,0,0,0
233,2,0,10,20
233,3,1,15,65
234,1,0,0,0
234,2,0,15,20
234,3,1,20,50
235,1,0,0,0
235,2,0,5,50
235,3,1,10,65
236,1,0,0,0
236,2,0,10,5
236,3,1,15,35
237,1,0,0,0
237,2,0,5,5
237,3,1,20,20
238,1,0,0,0
238,2,0,5,35
238,3,1,15,50
239,1,0,0,0
239,2,0,10,35
239,3,1,20,50
240,1,0,0,0
240,2,0,15,5
240,3,1,20,65
241,1,0,0,0
241,2,0,5,20
241,3,1,10,50
242,1,0,0,0
242,2,0,5,50
242,3,1,15,65
243,1,0,0,0
243,2,1,10,20
243,3,0,20,35
244,1,0,0,0
244,2,0,5,65
244,3,1,15,80
245,1,1,0,0
245,2,0,10,5
245,3,0,15,20
246,1,1,0,0
246,2,0,15,5
246,3,0,20,35
247,1,0,0,0
247,2,1,5,35
247,3,0,20,50
248,1,0,0,0
248,2,0,5,5
248,3,1,10,65
249,1,0,0,0
249,2,1,5,20
249,3,0,10,50
250,1,0,0,0
250,2,1,5,50
250,3,0,15,65
251,1,0,0,0
251,2,1,10,20
251,3,0,20,35
252,1,0,0,0
252,2,1,5,65
252,3,0,15,80
253,1,0,0,0
253,2,0,10,5
253,3,1,15,20
254,1,0,0,0
254,2,0,15,5
254,3,1,20,35
255,1,0,0,0
255,2,1,5,35
255,3,0,20,50
256,1,0,0,0
256,2,0,5,5
256,3,1,10,65
257,1,1,0,0
257,2,0,5,5
257,3,0,10,50
258,1,0,0,0
258,2,0,5,65
258,3,1,10,80
259,1,0,0,0
259,2,1,5,20
259,3,0,20,35
260,1,0,0,0
260,2,1,5,20
260,3,0,15,35
261,1,0,0,0
261,2,1,5,50
261,3,0,20,65
262,1,0,0,0
262,2,1,10,5
262,3,0,15,50
263,1,1,0,0
263,2,0,15,5
263,3,0,20,20
264,1,0,0,0
264,2,1,10,35
264,3,0,15,65
265,1,0,0,0
265,2,0,10,20
265,3,1,15,65
266,1,0,0,0
266,2,0,15,20
266,3,1,20,50
267,1,0,0,0
267,2,0,5,50
267,3,1,10,65
268,1,0,0,0
268,2,0,10,5
268,3,1,15,35
269,1,0,0,0
269,2,0,5,5
269,3,1,20,20
270,1,0,0,0
270,2,0,5,35
270,3,1,15,50
271,1,0,0,0
271,2,0,10,35
271,3,1,20,50
272,1,0,0,0
272,2,0,15,5
272,3,1,20,65
273,1,0,0,0
273,2,1,5,20
273,3,0,10,50
274,1,0,0,0
274,2,0,5,50
274,3,1,15,65
275,1,0,0,0
275,2,1,10,20
275,3,0,20,35
276,1,0,0,0
276,2,0,5,65
276,3,1,15,80
277,1,0,0,0
277,2,0,10,5
277,3,1,15,20
278,1,0,0,0
278,2,0,15,5
278,3,1,20,35
279,1,0,0,0
279,2,0,5,35
279,3,1,20,50
280,1,0,0,0
280,2,0,5,5
280,3,1,10,65
281,1,1,0,0
281,2,0,5,5
